PointClass	X	Y	Z	FaceDirection
pos1	1895	1827	1048576	0
pos1	2016	1750	1048576	0
pos1	2072	1740	1048576	0
pos1	2245	1722	1048576	0
pos1	2163	1822	1048576	0
pos1	2053	1863	1048576	0
pos1	1962	1927	1048576	0
pos1	1850	1978	1048576	0
pos1	1978	2055	1048576	0
pos1	2142	1905	1048576	0
pos2	1857	2686	1048576	0
pos2	1887	2773	1048576	0
pos2	1960	2827	1048576	0
pos2	2037	2846	1048576	0
pos2	1966	2703	1048576	0
pos2	1921	2656	1048576	0
pos2	2039	2560	1048576	0
pos2	2083	2616	1048576	0
pos2	2185	2759	1048576	0
pos2	2199	2620	1048576	0
pos2	2077	2533	1048576	0
pos2	2315	2611	1048576	0
pos3	2583	2526	1048576	0
pos3	2656	2407	1048576	0
pos3	2693	2309	1048576	0
pos3	2606	2213	1048576	0
pos3	2557	2328	1048576	0
pos3	2535	2452	1048576	0
pos3	2434	2409	1048576	0
pos3	2708	2240	1048576	0
pos3	2727	2097	1048576	0
pos3	2621	2605	1048576	0
pos4	2470	677	1048576	0
pos4	2564	683	1048576	0
pos4	2679	727	1048576	0
pos4	2776	774	1048576	0
pos4	2755	606	1048576	0
pos4	2659	602	1048576	0
pos4	2521	570	1048576	0
pos4	2659	476	1048576	0
pos4	2741	519	1048576	0
pos4	2828	588	1048576	0
pos5	3552	717	1048576	0
pos5	3504	624	1048576	0
pos5	3490	528	1048576	0
pos5	3494	425	1048576	0
pos5	3603	538	1048576	0
pos5	3621	650	1048576	0
pos5	3697	499	1048576	0
pos5	3889	424	1048576	0
pos5	3792	637	1048576	0
pos5	3728	520	1048576	0
pos5	3537	368	1048576	0
pos5	3525	596	1048576	0
pos6	2060	5146	1048576	0
pos6	2160	5258	1048576	0
pos6	2270	5309	1048576	0
pos6	2289	5141	1048576	0
pos6	2189	5126	1048576	0
pos6	2026	5013	1048576	0
pos6	2121	4870	1048576	0
pos6	2225	4981	1048576	0
pos6	2385	5015	1048576	0
pos6	2320	5177	1048576	0
pos7	4033	2970	1048576	0
pos7	4099	3038	1048576	0
pos7	4183	3066	1048576	0
pos7	4223	2926	1048576	0
pos7	4189	2844	1048576	0
pos7	4076	2851	1048576	0
pos7	4258	2762	1048576	0
pos7	4336	2776	1048576	0
pos7	4415	2884	1048576	0
pos7	4524	2928	1048576	0
pos7	4496	2807	1048576	0
pos8	4070	1651	1048576	0
pos8	4109	1772	1048576	0
pos8	4243	1792	1048576	0
pos8	4080	1495	1048576	0
pos8	4179	1541	1048576	0
pos8	4235	1655	1048576	0
pos8	4372	1661	1048576	0
pos8	4275	1558	1048576	0
pos8	4198	1510	1048576	0
pos8	4413	1521	1048576	0
pos8	4412	1726	1048576	0
pos8	4430	1533	1048576	0
pos9	4993	1819	1048576	0
pos9	5107	1673	1048576	0
pos9	5147	1628	1048576	0
pos9	5256	1535	1048576	0
pos9	5267	1665	1048576	0
pos9	5162	1778	1048576	0
pos9	5120	1875	1048576	0
pos9	5227	1866	1048576	0
pos9	5281	1777	1048576	0
pos9	5370	1682	1048576	0
pos9	5470	1693	1048576	0
pos10	6791	1219	1048576	0
pos10	6868	1296	1048576	0
pos10	6952	1361	1048576	0
pos10	6876	1064	1048576	0
pos10	6927	1156	1048576	0
pos10	6985	1243	1048576	0
pos10	7036	1293	1048576	0
pos10	6924	970	1048576	0
pos10	6990	1091	1048576	0
pos10	7048	1154	1048576	0
pos10	7130	1289	1048576	0
pos10	7001	1388	1048576	0
pos11	7546	3715	1048576	0
pos11	7553	3783	1048576	0
pos11	7582	3975	1048576	0
pos11	7696	3953	1048576	0
pos11	7667	3876	1048576	0
pos11	7623	3784	1048576	0
pos11	7626	3672	1048576	0
pos11	7712	3657	1048576	0
pos11	7702	3793	1048576	0
pos11	7690	3926	1048576	0
pos11	7585	4070	1048576	0
pos11	7612	3691	1048576	0
pos12	7462	4366	1048576	0
pos12	7475	4480	1048576	0
pos12	7445	4578	1048576	0
pos12	7352	4513	1048576	0
pos12	7353	4407	1048576	0
pos12	7536	4271	1048576	0
pos12	7531	4396	1048576	0
pos12	7549	4474	1048576	0
pos12	7331	4282	1048576	0
