PointClass	X	Y	Z	FaceDirection
pos1	6912	6277	1048576	0
pos1	6971	6360	1048576	0
pos1	7002	6405	1048576	0
pos1	7096	6506	1048576	0
pos1	7211	6407	1048576	0
pos1	7155	6315	1048576	0
pos1	7127	6146	1048576	0
pos1	7233	6122	1048576	0
pos1	7302	6263	1048576	0
pos1	6967	6768	1048576	0
pos1	6912	6570	1048576	0
pos1	6830	6346	1048576	0
pos2	6243	7415	1048576	0
pos2	6405	7463	1048576	0
pos2	6519	7537	1048576	0
pos2	6311	7315	1048576	0
pos2	6419	7384	1048576	0
pos2	6549	7437	1048576	0
pos2	6465	7204	1048576	0
pos2	6674	7215	1048576	0
pos2	6832	7452	1048576	0
pos2	6797	7394	1048576	0
pos2	6953	7592	1048576	0
pos2	6915	7356	1048576	0
pos2	6857	7298	1048576	0
pos2	6830	7147	1048576	0
pos2	7017	7292	1048576	0
pos2	6654	7059	1048576	0
pos3	5084	7242	1048576	0
pos3	5170	7265	1048576	0
pos3	5256	7278	1048576	0
pos3	5346	7296	1048576	0
pos3	5463	7149	1048576	0
pos3	5191	7118	1048576	0
pos3	5199	6954	1048576	0
pos3	5432	7052	1048576	0
pos3	5503	7171	1048576	0
pos3	5575	6878	1048576	0
pos3	5518	6842	1048576	0
pos3	5400	6831	1048576	0
pos3	5348	6820	1048576	0
pos3	5048	6876	1048576	0
pos3	5212	6644	1048576	0
pos3	5443	6615	1048576	0
pos3	5662	6628	1048576	0
pos3	5789	6699	1048576	0
pos4	3511	6988	1048576	0
pos4	3504	6691	1048576	0
pos4	3621	6684	1048576	0
pos4	3617	6788	1048576	0
pos4	3608	6923	1048576	0
pos4	3660	6905	1048576	0
pos4	3659	6784	1048576	0
pos4	3676	6675	1048576	0
pos4	3386	6686	1048576	0
pos4	3257	6896	1048576	0
pos4	3160	7130	1048576	0
pos4	3066	7001	1048576	0
pos4	3048	6892	1048576	0
pos5	1376	6663	1048576	0
pos5	1352	6855	1048576	0
pos5	1428	6991	1048576	0
pos5	1568	6935	1048576	0
pos5	1599	6835	1048576	0
pos5	1512	6795	1048576	0
pos5	1518	6680	1048576	0
pos5	1569	6522	1048576	0
pos5	1642	6497	1048576	0
pos5	1736	6583	1048576	0
pos5	1764	6686	1048576	0
pos5	1941	6775	1048576	0
pos5	1808	7029	1048576	0
pos5	1514	6542	1048576	0
pos5	1724	6460	1048576	0
pos5	1872	6534	1048576	0
pos5	1945	6581	1048576	0
pos5	1905	6330	1048576	0
pos5	2067	6447	1048576	0
pos5	2075	6638	1048576	0
pos6	1093	5130	1048576	0
pos6	1041	5019	1048576	0
pos6	1068	4879	1048576	0
pos6	1265	4890	1048576	0
pos6	1270	5191	1048576	0
pos6	1479	5184	1048576	0
pos6	1519	5050	1048576	0
