TemplateId	Comment	X	Y	Z	FaceDirection	RegenerationTime	PosFile	Count
1000	一人通过						scene/new_gk/gk_jxdp/gk_jxdp_biaoshi.txt	
1001	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1002	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1003	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1004	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1005	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1006	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1007	自杀						scene/new_gk/gk_jxdp/gk_jxdp_zisha.txt	
1008	第一波龟（新）						scene/new_gk/gk_jxdp/gk_jxdp_gui2.txt	
1009	石龟						scene/new_gk/gk_jxdp/gk_jxdp_gui.txt	
1010	墙						scene/new_gk/gk_jxdp/gk_jxdp_qiang.txt	
1011	假东西						scene/new_gk/gk_jxdp/gk_jxdp_dongxi.txt	
1012	真东西						scene/new_gk/gk_jxdp/gk_jxdp_dongxi.txt	
1013	定身						scene/new_gk/gk_jxdp/gk_jxdp_zisha.txt	
1014	巨型龟						scene/new_gk/gk_jxdp/gk_jxdp_gui.txt	
1015	巨石龟						scene/new_gk/gk_jxdp/gk_jxdp_gui2.txt	
1016	真东西						scene/new_gk/gk_jxdp/gk_jxdp_dongxi.txt	
1017	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1018	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1019	保护罩						scene/new_gk/gk_jxdp/gk_jxdp_zisha.txt	
1020	水晶						scene/new_gk/gk_jxdp/gk_jxdp_zisha.txt	
1021	巨石怪（剧情）						scene/new_gk/gk_jxdp/gk_jxdp_jushiguai.txt	
1022	巨石怪						scene/new_gk/gk_jxdp/gk_jxdp_jushiguai.txt	
1023	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1024	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1025	石头						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
1026	透明被杀						scene/new_gk/gk_jxdp/gk_jxdp_zisha.txt	
1027	石龟（boss助手）						scene/new_gk/gk_jxdp/gk_jxdp_gui.txt	
1028	水晶（困难）						scene/new_gk/gk_jxdp/gk_jxdp_zisha.txt	
1029	透明目标						scene/new_gk/gk_jxdp/gk_jxdp_zisha.txt	
1030	防御石柱						scene/new_gk/gk_jxdp/gk_jxdp_shitou.txt	
