PointClass	X	Y	Z	FaceDirection
shou	515	3267	1048576	125
shou	724	3154	1048576	160
shou	803	3620	1048576	230
shou	1042	3669	1048576	265
shou	1074	3208	1048576	335
shou	846	2987	1048576	370
shou	488	2986	1048576	405
shou	655	2705	1048576	440
shou	890	2743	1048576	475
shou	1153	2840	1048576	510
shou	1372	2978	1048576	545
shou	1217	3363	1048576	615
shou1	3326	2648	1048576	125
shou1	3310	2888	1048576	160
shou1	3052	2722	1048576	195
shou1	2898	2933	1048576	265
shou1	2589	3134	1048576	300
shou1	2879	3816	1048576	405
shou1	3084	3662	1048576	440
shou1	3130	3393	1048576	475
shou1	3340	3182	1048576	510
shou1	3198	3110	1048576	545
shou1	3458	3480	1048576	545
shou2	599	1310	1048576	125
shou2	462	1157	1048576	160
shou2	550	894	1048576	195
shou2	484	714	1048576	230
shou2	871	857	1048576	265
shou2	1043	609	1048576	300
shou2	855	584	1048576	335
shou2	1306	1042	1048576	440
shou2	1055	1002	1048576	475
shou2	876	1089	1048576	510
shou2	952	1358	1048576	545
shou2	1114	1280	1048576	545
shou3	866	3306	1048576	195
shou3	1125	3491	1048576	300
shou3	2746	2764	1048576	230
shou3	2819	3464	1048576	370
shou3	1425	3304	1048576	580
shou3	2622	3468	1048576	335
shou3	1271	709	1048576	370
shou3	1409	779	1048576	405
